,real_price,Predict price
0,1.9000000000000001,1.8564268350601196
1,1.91,1.869642734527588
2,1.89,1.869465708732605
3,1.8500000000000003,1.8764195442199707
4,1.8,1.8574268817901611
5,1.82,1.8323956727981567
6,1.71,1.8085323572158813
7,1.7299999999999998,1.785759449005127
8,1.76,1.7344506978988647
9,1.81,1.751373052597046
10,1.83,1.7552441358566284
11,1.78,1.7959727048873901
12,1.74,1.7924463748931885
13,1.71,1.7798811197280884
14,1.71,1.7569739818572998
15,1.6199999999999999,1.7332324981689453
16,1.5599999999999998,1.704925298690796
17,1.63,1.6449955701828003
18,1.6199999999999999,1.6345329284667969
19,1.72,1.645998239517212
20,1.7299999999999998,1.6615142822265625
21,1.7299999999999998,1.7170075178146362
22,1.74,1.722741723060608
23,1.75,1.7529962062835693
24,1.77,1.7511844635009766
25,1.78,1.7654523849487305
26,1.82,1.7713689804077148
27,1.77,1.784765362739563
28,1.8,1.7950021028518677
29,1.7900000000000003,1.7819656133651733
30,1.77,1.798201322555542
31,1.75,1.7784974575042725
32,1.77,1.7743630409240723
33,1.83,1.7603907585144043
34,1.84,1.7834057807922363
35,1.84,1.8068020343780518
36,1.84,1.8168952465057373
37,1.83,1.8276251554489136
38,1.83,1.8272452354431152
39,1.8500000000000003,1.8244736194610596
40,1.87,1.824360728263855
41,1.86,1.8342454433441162
42,1.88,1.8416547775268555
43,1.87,1.8453893661499023
44,1.86,1.8549412488937378
45,1.8500000000000003,1.8475325107574463
46,1.8500000000000003,1.8444545269012451
47,1.81,1.8348733186721802
48,1.82,1.8262468576431274
49,1.87,1.807913899421692
50,1.8500000000000003,1.8223658800125122
51,1.8500000000000003,1.8328033685684204
52,1.87,1.8302754163742065
53,1.84,1.8404555320739746
54,1.89,1.8401416540145874
55,1.87,1.8420332670211792
56,1.88,1.8568581342697144
57,1.86,1.846724510192871
58,1.81,1.857803463935852
59,1.74,1.8294943571090698
60,1.81,1.7998758554458618
61,1.8,1.7747571468353271
62,1.8,1.7940363883972168
63,1.7900000000000003,1.779813528060913
64,1.86,1.7919572591781616
65,1.78,1.7978359460830688
66,1.78,1.820261001586914
67,1.8,1.7809345722198486
68,1.84,1.7962111234664917
69,1.84,1.795221209526062
70,1.88,1.8214120864868164
71,1.88,1.8252507448196411
72,1.8500000000000003,1.8542557954788208
73,1.87,1.8488268852233887
74,1.88,1.8482699394226074
75,1.8500000000000003,1.8530398607254028
76,1.87,1.8478986024856567
77,1.86,1.8416740894317627
78,1.87,1.846052646636963
79,1.88,1.8420324325561523
80,1.88,1.8524996042251587
81,1.87,1.851752519607544
82,1.86,1.8554831743240356
83,1.82,1.8485218286514282
84,1.8,1.8359214067459106
85,1.8,1.8121696710586548
86,1.76,1.800183653831482
87,1.76,1.783456563949585
88,1.76,1.7647418975830078
89,1.7299999999999998,1.763062596321106
90,1.64,1.7512874603271484
91,1.63,1.7225573062896729
92,1.6,1.6787747144699097
93,1.5599999999999998,1.6628116369247437
94,1.59,1.6263384819030762
95,1.57,1.6155109405517578
96,1.59,1.615096092224121
97,1.57,1.6124428510665894
98,1.57,1.6231735944747925
99,1.5599999999999998,1.6102927923202515
100,1.5599999999999998,1.6170212030410767
101,1.53,1.6050856113433838
102,1.48,1.6015959978103638
103,1.33,1.5735623836517334
104,1.44,1.5204137563705444
105,1.47,1.472597360610962
106,1.47,1.5148367881774902
107,1.4500000000000002,1.5046143531799316
108,1.4999999999999998,1.527645468711853
109,1.53,1.5258758068084717
110,1.52,1.5697623491287231
111,1.51,1.572860836982727
112,1.48,1.5741727352142334
113,1.49,1.5647993087768555
114,1.47,1.5548865795135498
115,1.52,1.5506044626235962
116,1.4999999999999998,1.5449962615966797
117,1.51,1.56467604637146
118,1.52,1.5548624992370605
119,1.49,1.5736361742019653
120,1.47,1.564100980758667
121,1.47,1.5541678667068481
122,1.46,1.5412585735321045
123,1.46,1.5342499017715454
124,1.44,1.5276939868927002
125,1.43,1.5214649438858032
126,1.37,1.509979248046875
127,1.38,1.4942578077316284
128,1.41,1.4663538932800293
129,1.4,1.4752178192138672
130,1.42,1.474772334098816
131,1.46,1.4813305139541626
132,1.4500000000000002,1.5008407831192017
133,1.4500000000000002,1.518415093421936
134,1.44,1.5208280086517334
135,1.46,1.5217500925064087
136,1.44,1.5197592973709106
137,1.47,1.524949312210083
138,1.46,1.5179340839385986
139,1.44,1.5325618982315063
140,1.4500000000000002,1.5197958946228027
141,1.44,1.5213358402252197
142,1.4500000000000002,1.5170660018920898
143,1.43,1.515132188796997
144,1.44,1.5148415565490723
145,1.44,1.505863904953003
146,1.43,1.5139824151992798
147,1.42,1.5068578720092773
148,1.4,1.504382848739624
149,1.42,1.4931724071502686
150,1.42,1.488818645477295
151,1.42,1.4948431253433228
152,1.42,1.4916585683822632
153,1.4500000000000002,1.4964237213134766
154,1.43,1.5017292499542236
155,1.43,1.5129680633544922
156,1.42,1.5039410591125488
157,1.42,1.5064395666122437
158,1.4,1.4971156120300293
159,1.4,1.4950748682022095
160,1.3900000000000001,1.4812848567962646
161,1.4,1.4802520275115967
162,1.3900000000000001,1.4741073846817017
163,1.3900000000000001,1.477616310119629
164,1.38,1.4707787036895752
165,1.41,1.4721002578735352
166,1.4,1.4716483354568481
167,1.41,1.4838287830352783
168,1.47,1.4795743227005005
169,1.51,1.5031931400299072
170,1.66,1.5342398881912231
171,1.71,1.5905604362487793
172,1.86,1.6746671199798584
173,1.91,1.7388322353363037
174,1.72,1.8435851335525513
175,1.68,1.8279495239257812
176,1.6,1.7689777612686157
177,1.63,1.7217446565628052
178,1.58,1.6593202352523804
179,1.59,1.6515392065048218
180,1.5599999999999998,1.6049569845199585
181,1.59,1.6221922636032104
182,1.75,1.605738639831543
183,1.72,1.664699912071228
184,1.74,1.7173969745635986
185,1.76,1.7247234582901
186,1.75,1.7623027563095093
187,1.82,1.7602577209472656
188,1.76,1.7837187051773071
189,1.77,1.7890326976776123
190,1.83,1.7669849395751953
191,1.81,1.7954835891723633
192,1.93,1.800790548324585
193,1.98,1.829263687133789
194,1.98,1.8928366899490356
195,2.1,1.9160802364349365
196,2.04,1.9694533348083496
197,2.02,2.0055902004241943
198,1.9600000000000002,1.9845658540725708
199,1.92,1.9767054319381714
200,1.86,1.9204089641571045
201,1.82,1.893862247467041
202,1.9000000000000001,1.8357943296432495
203,1.87,1.8322458267211914
204,1.9000000000000001,1.8484646081924438
205,1.87,1.8425949811935425
206,1.82,1.8645707368850708
207,1.81,1.8351927995681763
208,1.81,1.8254717588424683
209,1.82,1.8053717613220215
210,1.83,1.8029042482376099
211,1.84,1.806181788444519
212,1.94,1.8126713037490845
213,1.98,1.8442935943603516
214,1.93,1.8987005949020386
215,1.99,1.910029411315918
216,2.19,1.920303463935852
217,2.12,1.9902873039245605
218,2.09,2.0565221309661865
219,2.3,2.0338547229766846
220,2.31,2.091336727142334
221,2.29,2.1674673557281494
222,2.38,2.178666114807129
223,2.21,2.209871768951416
224,2.25,2.2049617767333984
225,2.17,2.1539204120635986
226,2.15,2.1506054401397705
227,2.08,2.074579954147339
228,2.1,2.0700249671936035
